number;word;detail_url;definition
34572;тёлак;/term?tid=164288;"диал. смотри:  тёпак"
34573;тёло;/term?tid=164289;"диал. шишка (напр. еловая)"
34574;тём;/term?tid=164290;"тёмупотребляется лишь в составе выражений:тём пеймыт тьма, темнота; темень разг. || тёмный || темно, темным-темно"
34575;тём-тём;/term?tid=164291;"мгла, мрак, тьма, темнота; темень разг. || тёмный || темно, темным-темно   тём-тём уй тёмная ночь   тём-тём пеймыт луиз стало темным-темно, наступила темнота"
34576;тёмыт;/term?tid=164292;"тёмно-; темноватый (о цвете)"
34577;тёмыт-вож;/term?tid=164293;тёмно-зелёный
34578;тёмыт-горд;/term?tid=164294;тёмно-красный
34579;тёмыталэс;/term?tid=164295;"темновато-; темноватый (о цвете)"
34580;тёмыталэс-вож;/term?tid=164296;темновато-зелёный
34581;тёмыталэс-горд;/term?tid=164297;темновато-красный
34582;тёп;/term?tid=164298;"1) как раз   тёп вадьсаськиз как раз угодил2) звукоподр. капанью воды кап"
34583;тёп-тёп;/term?tid=164299;"   Ⅰсовсем, совершенно   тёп-тёп пеймыт тьма, темнота, темень || тёмный || темно, темным-темно   тёп-тёп уг адӟиськы ук совсем не вижу   Ⅱзвукоподр. капанью воды кап-кап   ву тёп-тёп вия вода капает «кап-кап»"
34584;тёпак;/term?tid=164300;"совсем, совершенно   тёпак огнам кыли я остался совсем один, остался один-одинёшенек"
34585;тёпам;/term?tid=164301;"прич. от  тёпаны"
34586;тёпан;/term?tid=164302;"сущ. от  тёпаны"
34587;тёпаны;/term?tid=164303;"обмочить, замочить, намочить; обмакнуть"
34588;тёплан;/term?tid=164304;"сущ. от  тёпланы"
34589;тёпланы;/term?tid=164305;"диал. капать"
34590;тёпык;/term?tid=164306;капля
34591;тёпыштон;/term?tid=164307;"сущ. от  тёпыштыны"
34592;тёпыштылон;/term?tid=164308;"сущ. от  тёпыштылыны"
34593;тёпыштылыны;/term?tid=164309;"многокр. капать, покапывать"
34594;тёпыштыны;/term?tid=164310;капнуть
34595;тёпыштэм;/term?tid=164311;"прич. и сущ. от  тёпыштыны"
34596;тёпышъян;/term?tid=164312;"сущ. от  тёпышъяны"
34597;тёпышъяны;/term?tid=164313;"многокр. капать, покапывать; накрапывать"
34598;тёр;/term?tid=164314;"звукоподр. падающей струйке жидкости или сыпучих материалов   ву тёр вия вода бежит струйкой"
34599;тёрнпу;/term?tid=164315;"бот. тёрн"
34600;тёс;/term?tid=164316;"тёс   тёс пильыны пилить лес на тёс   тёсэн липыны крыть тёсом"
34601;тётёро;/term?tid=164317;"диал. бот. сморчок (гриб)"
34602;тётёрогуби;/term?tid=164318;"диал. смотри:  тётёро"
34603;тётёрок;/term?tid=164319;"диал. маленький бугорок; кучка   йӧ тётёрок ледяной бугорок   лымы тётёрок кучка снега"
34604;тётёртон;/term?tid=164320;"сущ. от  тётёртыны"
34605;тётёртылон;/term?tid=164321;"сущ. от  тётёртылыны"
34606;тётёртылыны;/term?tid=164322;"многокр. делать маленький бугорок; собирать в кучки"
34607;тётёртыны;/term?tid=164323;"сделать маленький бугорок; собрать в кучку   жуг-жагез огазе тётёртыны собрать мусор в кучку◊ ымез тётёртыны надуть губы"
34608;тётёртэм;/term?tid=164324;"прич. от  тётёртыны"
34609;тигр;/term?tid=162481;"зоол. тигр || тигровый   тигр ку тигровая шкура   айы тигр тигр (самец)   мумы тигр тигрица"
34610;тигрпи;/term?tid=162482;"зоол. тигрёнок"
34611;тигылай;/term?tid=162483;"диал. так, так-то, таким образом"
34612;тик-так;/term?tid=162484;"звукоподр. тиканью часов тик-так   часлэн тик-так каремез кылӥське слышится тиканье часов"
34613;тиккетон;/term?tid=162485;"тиканье (напр. часов)"
34614;тиккетылон;/term?tid=162486;"сущ. от  тиккетылыны"
34615;тиккетылыны;/term?tid=162487;"многокр. тикать (напр. о часах)"
34616;тиккетыны;/term?tid=162488;"тикать (напр. о часах)   час тиккетэ часы тикают"
34617;тиккетэм;/term?tid=162489;"1) прич. от  тиккетыны2) тиканье (напр. часов)"
34618;тимофеевка;/term?tid=162490;"бот. тимофеевка смотри также:  йыртурын"
34619;тимофеевкатурын;/term?tid=162491;"смотри:  тимофеевка"
34620;тимофейтурын;/term?tid=162492;"смотри:  тимофеевка"
34621;тип;/term?tid=162493;"в разн.знач. тип   автомобильлэн типъёсыз типы автомобилей   литературной тип литературный тип"
34622;типичной;/term?tid=162494;типичный
34623;типографи;/term?tid=162495;"типография || типографский"
34624;тираж;/term?tid=162496;"в разн.знач. тираж   газетлэн тиражез тираж газеты   денежно-вещевой лотереялэн тиражез тираж денежно-вещевой лотереи смотри также:  поттонлыд"
34625;тире;/term?tid=162497;"орф. тире   тире пуктыны поставить тире"
34626;тирикай;/term?tid=162498;"диал. дет. зоол. корова || коровий"
34627;титан;/term?tid=162499;"в разн.знач. титан || титановый   титанлэсь лэсьтэм арбери вещь, сделанная из титана   титанын ву быректыны вскипятить воду в титане   со зэмос титан он настоящий титан"
34628;тиф;/term?tid=162500;"мед. тиф   тифен висьыны заболеть тифом смотри также:  нюлэмчер"
34629;тӥ;/term?tid=164325;"мест. послел.-личн. вы   тӥ но, ми но и вы, и мы   тӥ понна для вас, ради вас   тӥ пӧлын среди вас   тӥ трос, со огназ вас много, он один   тӥ трос ужаллямды вы много поработали"
34630;тӥгыль-погыль;/term?tid=164326;"кубарем   гурезь улэ тӥгыль-погыль васькыны катиться (скатиться) кубарем под гору"
34631;тӥгыльскем;/term?tid=164327;"прич. от  тӥгыльскыны"
34632;тӥгыльскись;/term?tid=164328;"прич. от  тӥгыльскыны"
34633;тӥгыльскон;/term?tid=164329;"сущ. от  тӥгыльскыны"
34634;тӥгыльскыны;/term?tid=164330;"откатиться, покатиться, скатиться (напр. о колесе, бревне, шаре, бочке)"
34635;тӥгыльтон;/term?tid=164331;"сущ. от  тӥгыльтыны"
34636;тӥгыльтылон;/term?tid=164332;"сущ. от  тӥгыльтылыны"
34637;тӥгыльтылыны;/term?tid=164333;"многокр. катить, катать, откатывать, скатывать (напр. колесо, бревно, бочку, шар)"
34638;тӥгыльтыны;/term?tid=164334;"откатить, покатить, скатить (напр. колесо, бревно, бочку)"
34639;тӥгыльтытон;/term?tid=164335;"сущ. от  тӥгыльтытыны"
34640;тӥгыльтытыны;/term?tid=164336;"понуд. от  тӥгыльтыны"
34641;тӥгыльтэм;/term?tid=164337;"прич. от  тӥгыльтыны"
34642;тӥгыльтӥсь;/term?tid=164338;"прич. от  тӥгыльтыны"
34643;тӥгылям;/term?tid=164339;"прич. и сущ. от  тӥгыляны"
34644;тӥгылян;/term?tid=164340;"1) сущ. от  тӥгыляны2) колесо || колёсный   тӥгылян корт обод колеса   тӥгылян пинь спица колеса   тӥгылян ӵог стержень оси, чека"
34645;тӥгыляны;/term?tid=164341;"катиться, покатиться, скатиться, откатиться (о колесе, бревне, бочке)"
34646;тӥгылясь;/term?tid=164342;"1) прич. от  тӥгыляны2) колесо"
34647;тӥгылятон;/term?tid=164343;"сущ. от  тӥгылятыны"
34648;тӥгылятыны;/term?tid=164344;"понуд. от  тӥгыляны"
34649;тӥем;/term?tid=164345;"прич. и сущ. от  тӥйыны"
34650;тӥёк;/term?tid=164430;"   Ⅰдиал. пучок кручёного мочала (для подвешивания туши мяса)   Ⅱдиал. кольцо (удил)"
34651;тӥён;/term?tid=164431;"сущ. от  тӥйыны"
34652;тӥзьнал;/term?tid=164346;"диал. на днях; несколько дней тому назад"
34653;тӥйылон;/term?tid=164347;"диал. надоедание смотри также:  акыльтон"
34654;тӥйылыны;/term?tid=164348;"диал. надоесть, надоедать смотри также:  акыльтыны"
34655;тӥйылэм;/term?tid=164349;"прич. и сущ. от  тӥйылыны"
34656;тӥйылӥсь;/term?tid=164350;"прич. от  тӥйылыны"
34657;тӥйыны;/term?tid=164351;"диал. успокаивать; усмирять, унимать"
34658;тӥйыш;/term?tid=164352;"диал. обязан, должен   самой первой вильгуртъёс вӧсяны тӥйыш самыми первыми должны освящать (подношения) новотатышлинцы"
34659;тӥкась;/term?tid=164353;"диал. зоол. улитка, слизняк"
34660;тӥкить;/term?tid=164354;"диал. дёготь || дегтярный смотри также:  тэкит"
34661;тӥледды;/term?tid=164355;"мест. в вин.п. от   тӥ вас"
34662;тӥледыз;/term?tid=164356;"смотри:  тӥледды"
34663;тӥледын;/term?tid=164357;"мест. в твор.п. от  тӥ вами   тӥледын капчи вераськыны с вами говорить легко; с вами можно легко договориться"
34664;тӥленыды;/term?tid=164358;"смотри:  тӥледын"
34665;тӥлесьтыд;/term?tid=164359;"мест.1) разд. от   тӥ от вас   тӥлесьтыд ми номыр но ум куриське от вас мы ничего не требуем2) притяж. ваш   тӥлесьтыд колхоздэс ушъяло ваш колхоз хвалят"
34666;тӥльк-тальк;/term?tid=164360;"звукоподр. стуку металлических предметов стук-бряк"
34667;тӥляд;/term?tid=164361;"мест.1) в род.п. от  тӥ у вас   тӥляд ваньмыз умой у вас всё хорошо2) притяж. ваш   тӥляд школады ваша школа"
34668;тӥлям;/term?tid=164362;"   Ⅰприч. и сущ. от  тӥляны Ⅰ   Ⅱприч. и сущ. от  тӥляны Ⅱ"
34669;тӥлян;/term?tid=164363;"   Ⅰсущ. от  тӥляны Ⅰ   Ⅱсущ. от  тӥляны Ⅱ"
34670;тӥляны;/term?tid=164364;"   Ⅰдиал. ждать, ожидать смотри также:  возьманы 1   Ⅱдиал. желать, пожелать, хотеть, захотеть"
34671;тӥнгылес;/term?tid=164365;"круглый, округлённый смотри также:  котырес 1"
34672;тӥнгыли;/term?tid=164366;"1) колесо2) ось (колеса)"
34673;тӥнгыль-тӥнгыль;/term?tid=164367;"звукоподр. звону колокольчика   скалъёс гырлыосынызы тӥнгыль-тӥнгыль карыса тэльысь берто коровы, звеня колокольчиками, возвращаются домой из лесу"
34674;тӥни;/term?tid=164368;"частица указ. вот; вон разг.   тӥни отын вот там   тӥни кыӵе вылэм со! вот какой он, оказывается!"
34675;тӥни-тани;/term?tid=164369;"вот-вот, вот скоро   возьмаса гинэ ул: тӥни-тани вуоз только жди: вот-вот придёт (приедет)"
34676;тӥнь;/term?tid=164370;"разг. смотри:  тӥни   тӥнь со вот тот, вот он   тӥнь та вот этот (это); вот он"
34677;тӥпи-тапи;/term?tid=164371;"топ да топ   тӥпи-тапи ветлыны ходить топая   огинтыын тӥпи-тапи лёгаськыны переминаться (топтаться) на одном месте   пыд йылын тӥпи-тапи сылыны переминаться с ноги на ногу"
34678;тӥр;/term?tid=164372;"топор   тӥр бам боковая сторона топора   тӥр гуч задний угол лезвия топора   тӥр ныд топорище   тӥр ныр передний угол лезвия топора   тӥр обык диал. обух топора   тӥр тыш обух топора   лусйиськон тӥр тесак◊ тӥр ныд йылэ пуктыны погов. посадить в галошу   тӥрез вуэ усем он повесил нос; он не в настроении (букв. его топор упал в воду)"
34679;тӥр-пурт;/term?tid=164373;"1) собир. режущие инструменты   тӥр-пуртэ ӧвӧл у меня нет ни топора, ни ножа2) меч (оружие)◊ тӥр-пурт вылэ вуыны дойти до поножовщины   тӥрен-пуртэн сылыны стоять насмерть"
34680;тӥр-тӥр;/term?tid=164374;"тӥр-тӥрупотребляется лишь в составе выражений:тӥр-тӥр вераса куштыны выложить всё, высказать всё"
34681;тӥразь;/term?tid=164375;"лезвие топора"
34682;тӥрескет;/term?tid=164376;"диал. искра, искорка"
34683;тӥркорт;/term?tid=164377;"металлическая скоба (на поясном ремне для ношения топора)"
34684;тӥркыш;/term?tid=164378;"диал. зоол. плотва; сорога обл. (рыба) смотри также:  чабак"
34685;тӥрлам;/term?tid=164379;"прич. и сущ. от  тӥрланы"
34686;тӥрлан;/term?tid=164380;"сущ. от  тӥрланы"
34687;тӥрланы;/term?tid=164381;"плести другой слой (о плетении лаптей)"
34688;тӥрлык;/term?tid=164382;"1) инструмент, орудие производства, инвентарь   ву кыскон тӥрлык насос   гурткотыр тӥрлык хозяйственный инвентарь   слесарной тӥрлык слесарный инструмент   ужан тӥрлык рабочий инструмент2) изделие, вещь   басьтэм тӥрлык купленная вещь   вал кыткон тӥрлык упряжь   гурт котырын кулэ луись тӥрлык домашняя утварь   куяськем тӥрлык ненужные вещи   сиес тӥрлык сбруя   суд ужен сюрем тӥрлык юр. вещественное доказательство   корт тӥрлыкъёс скобяные изделия"
34689;тӥрмек;/term?tid=164383;"диал. низенький   тӥрмек капка низенькая калитка"
34690;тӥрнуллон;/term?tid=164384;"смотри:  тӥркорт"
34691;тӥрс;/term?tid=164385;"звукоподр. треску при ломке хрупких предметов   пыд улын кӧс улвай тӥрс вазе под ногами с треском ломается сухой хворост"
34692;тӥскари;/term?tid=164386;"диал. своенравный, упрямый, капризный"
34693;тӥскарыланон;/term?tid=164387;"сущ. от  тӥскарыланыны"
34694;тӥскарыланыны;/term?tid=164388;"диал. упрямиться, упорствовать; делать наоборот"
34695;тӥскарыланэм;/term?tid=164389;"прич. от  тӥскарыланыны"
34696;тӥскарыланӥсь;/term?tid=164390;"прич. от  тӥскарыланыны"
34697;тӥч-тач;/term?tid=164391;"звукоподр. треску при ломке сухих сучьев, потрескиванию дров при горении, шлепкам, ударам по щеке   бамаз тӥч-тач чабкылыны ударять ладонью по щекам, давать пощёчины   пуэз тӥч-тач карыса ӝуа дрова горят потрескивая"
34698;тӥчи-тачи;/term?tid=164392;"звукоподр. точению (напр. косы)   кусозэ тӥчи-тачи шере со звоном точит косу"
34699;тӥчыр;/term?tid=164393;"звукоподр. треску при горении, ломке сухих ветвей и т.п."
34700;тӥчыр-тач;/term?tid=164394;"звукоподр. треску при ломке сухих сучьев, потрескиванию при горении дров и т.п.    пу тӥчыр-тач тэляса ӝуа дрова горят с треском"
34701;тӥчыр-тачыр;/term?tid=164395;"смотри:  тӥчыр-тач"
34702;тӥчыран;/term?tid=164396;"сущ. от  тӥчыраны"
34703;тӥчыраны;/term?tid=164397;"стрекотать   вукарнанъёс тӥчыраса лобало стрекозы стрекочут (букв. летают стрекоча)"
34704;тӥчырась;/term?tid=164398;"прич. от  тӥчыраны"
34705;тӥяллян;/term?tid=164399;"сущ. от  тӥялляны"
34706;тӥялляны;/term?tid=164400;"многокр.1) ломать; разорять (напр. птичьи гнёзда)2) перен. нарушать3) перен. надрывать, подрывать (напр. здоровье)"
34707;тӥялляськем;/term?tid=164401;"прич. и сущ. от  тӥялляськыны"
34708;тӥялляськон;/term?tid=164402;"сущ. от  тӥялляськыны"
34709;тӥялляськыны;/term?tid=164403;"1) ломаться; разрушаться2) перен. надрываться, подрываться (напр. о здоровье)"
34710;тӥялскем;/term?tid=164404;"прич. и сущ. от  тӥялскыны"
34711;тӥялскон;/term?tid=164405;"сущ. от  тӥялскыны"
34712;тӥялскылон;/term?tid=164406;"сущ. от  тӥялскылыны"
34713;тӥялскылыны;/term?tid=164407;"многокр.1) отламываться, обламываться2) перен. надрываться"
34714;тӥялскыны;/term?tid=164408;"1) отломиться, обломиться, переломиться, разломиться, подломиться, надломиться   боды тӥялскиз палка переломилась   писпулэн ваез тӥялскиз отломилась ветка дерева   пыд улын улвай тӥялскиз под ногами подломился сук   сухари капчиен тӥялскиз сухарь легко разломился2) перен. надорваться (напр. о здоровье)"
34715;тӥялтон;/term?tid=164409;"сущ. от  тӥялтыны"
34716;тӥялтылон;/term?tid=164410;"сущ. от  тӥялтылыны"
34717;тӥялтылыны;/term?tid=164411;"многокр.1) отламывать, обламывать2) перен. подрывать (напр. здоровье)"
34718;тӥялтыны;/term?tid=164412;"1) отломить, обломить, переломить, разломить, надломить   куинь люкетлы тӥялтыны разломить на три части   нянь юдэс тӥялтыны отломить кусок хлеба   писпулэсь улвайзэ тӥялтыны отломить ветку дерева   шори тӥялтыны переломить пополам2) перен. сломить; подорвать (здоровье); надорвать   висён сое тӥялтӥз болезнь его сломила"
34719;тӥялтэм;/term?tid=164413;"прич. и сущ. от  тӥялтыны"
34720;тӥялтэс;/term?tid=164414;"тӥялтэс, тӥялтэткусок, ломоть   нянь тӥялтэс ломоть хлеба"
34721;тӥялтэт;/term?tid=164415;"тӥялтэс, тӥялтэткусок, ломоть   нянь тӥялтэт ломоть хлеба"
34722;тӥялтӥськон;/term?tid=164416;"сущ. от  тӥялтӥськыны"
34723;тӥялтӥськылон;/term?tid=164417;"сущ. от  тӥялтӥськылыны"
34724;тӥялтӥськылыны;/term?tid=164418;"смотри:  тӥялскылыны"
34725;тӥялтӥськыны;/term?tid=164419;"смотри:  тӥялскыны"
34726;тӥям;/term?tid=164420;"прич. и сущ. от  тӥяны"
34727;тӥян;/term?tid=164421;"1) ломка, слом; разорение2) нарушение   дисциплинаез тӥян нарушение дисциплины   катэз тӥян нарушение закона3) подрыв (напр. здоровья)◊ сётэм кылэз тӥян вероломство"
34728;тӥяны;/term?tid=164422;"1) сломать, ломать; взломать, взламывать; разрушить, разрушать; разорить, разорять (напр. птичьи гнёзда); испортить   веник тӥяны ломать (берёзовые) ветки для веника   выжез тӥяны разрушить мост   ӧсэз тӥяны взломать дверь   телевизорез тӥяны испортить телевизор   тылобурдо карез тӥяны разорять птичьи гнёзда   улвай тӥяны ломать сучья2) перен. нарушить, нарушать; переступить, преступить (закон)   дисциплинаез тӥяны нарушить дисциплину   катэз тӥяны переступить (преступить) закон3) воен. прорвать, прорывать   тушмонлэсь обороназэ тӥяны прорвать оборону противника◊ визь (йыр) тӥяны ломать голову   кыл тӥяны 1) ломать язык 2) нарушить слово   урдлыоссэ тӥяны избить (букв. ломать рёбра)"
34729;тӥяськем;/term?tid=164423;"прич. и сущ. от  тӥяськыны"
34730;тӥяськись;/term?tid=164424;"прич. от  тӥяськыны"
34731;тӥяськисьбадь;/term?tid=164425;"бот. ракита"
34732;тӥяськон;/term?tid=164426;"сущ. от  тӥяськыны"
34733;тӥяськылон;/term?tid=164427;"сущ. от  тӥяськылыны"
34734;тӥяськылыны;/term?tid=164428;"многокр.1) ломаться, обламываться, переламываться, разрушаться2) нарушаться3) перен. надрываться"
34735;тӥяськыны;/term?tid=164429;"1) сломаться, ломаться, обломаться, поломаться, разрушиться   выж тӥяськиз мост разрушился   йӧ тӥяське лёд ломается   часлэн заводэз тӥяськиз у часов испортился заводной механизм2) перен. нарушиться, нарушаться3) перен. надорваться, надрываться, подорваться, подрываться (напр. о здоровье)   тазалыкез тӥяськиз здоровье его подорвалось"
34736;ткань;/term?tid=162501;"в разн.знач. ткань   быгыт ткань анат. мышечная ткань   соединительной ткань анат. соединительная ткань"
34737;то;/term?tid=162502;"тоупотребляется лишь в составе выражений:то ... то ... союз разд. то ... то ...   то одӥгез, то мукетыз то один, то другой   то озьы, то тазьы то так, то этак; так и сяк   то пӧсь, то кезьыт то жарко, то холодно   а то союз противит. а то; иначе, в противном случае   дыртыны кулэ, а то бере кылёд надо торопиться, иначе опоздаешь   то ли ... то ли ... союз то ли ... то ли ...   то ли лымы, то ли зор то ли снег, то ли дождь"
34738;то-то;/term?tid=162503;"частица то-то, вот почему   то-то угось то-то же   то-то тон пырамысь дугдӥд! вот почему ты перестал заходить!"
34739;товар;/term?tid=162504;"товар || товарный смотри также:  вуз Ⅰ"
34740;товарищ;/term?tid=162505;"товарищ смотри также:  юлтош,  эш"
34741;товарищеской;/term?tid=162506;"товарищескойупотребляется лишь в составе выражений:товарищеской судъян товарищеский суд смотри также:  эшлыко"
34742;товарищество;/term?tid=162507;"товарищество   сад будэтӥсьёслэн товариществозы товарищество садоводов смотри также:  эшлык"
34743;товарной;/term?tid=162508;"в разн.знач. товарный   товарной вагон товарный вагон   товарной возёс товарное хозяйство   товарной пус (знак) товарный знак   товарной склад товарный склад"
34744;товаровед;/term?tid=162509;"товаровед смотри также:  вузтодосчи"
34745;товароведение;/term?tid=162510;"товароведение смотри также:  вузтодос"
34746;товарооборот;/term?tid=162511;"эк. товарооборот   товарооборотэз паськытатон расширение товарооборота"
34747;тод;/term?tid=162512;"память   тодын возьыны помнить, хранить (держать) в памяти, не забывать   тодын (тодам) но ӧвӧл даже и не подумал, и в голову не пришло   тодын улыны помниться, не забываться   тодэ ваён (уськытон) 1) память, воспоминание 2) повторение   тодэ ваёнъёс 1) воспоминания 2) лит. мемуары   тодэ вайыны (уськытыны) 1) вспомнить, вспоминать, припомнить, припоминать, восстановить (восстанавливать) в памяти 2) опомниться (напр. после обморока) 3) повторить, повторять   тодэ уськытыны 1) напомнить 2) принять к сведению   тодэ (тодаз) вайытыны (уськытыны) напомнить   тодэ (тодам) вуттыны напомнить, довести до сведения   тодэ кельтыны оставить (сохранить) в памяти   тодэ кыльыны остаться в памяти, запомниться   тодэ лыктыны (усьыны) вспомнить, прийти на память, вспомниться, припомниться   али но тодам вайисько на и сейчас ещё вспоминаю   кенеш сярысь тодэ вайытыны напомнить о собрании   одӥг выжыкыл тодам лыктэ вспоминается мне одна сказка   ортчем материалэз тодэ ваён повторение пройденного материала   пинал дырез тодэ ваён воспоминание о детстве   со нунал мыным пыраклы тодэ кылиз тот день мне запомнился навсегда   солэн нокыӵе тодэз ӧвӧл у него нет никакой памяти   солы со учыр пинал дырзэ тодаз уськытӥз это событие напомнило ему детство   таӵе нуналъёс тодын уло такие дни не забываются   урокез тодэ вайыны повторять уроки   эшъёсты тодын возьыны не забывать друзей, помнить друзей"
34748;тод-бур;/term?tid=162513;"смотри:  тодэ-буре"
34749;тодмаллян;/term?tid=162514;"сущ. от  тодмалляны"
34750;тодмалляны;/term?tid=162515;"многокр. узнавать; опознавать; распознавать   пытьыосты тодмалляны распознавать следы"
34751;тодмалляськон;/term?tid=162516;"   Ⅰсущ. от  тодмалляськыны Ⅰ   Ⅱсущ. от  тодмалляськыны Ⅱ"
34752;тодмалляськыны;/term?tid=162517;"   Ⅰмногокр. смотри:  тодмаськылыны   Ⅱзнакомиться"
34753;тодмаллятон;/term?tid=162518;ознакомление
34754;тодмаллятыны;/term?tid=162519;знакомить
34755;тодмам;/term?tid=162520;"прич. и сущ. от  тодманы"
34756;тодман;/term?tid=162521;"узнавание; опознавание"
34757;тодмантэм;/term?tid=162522;"неузнаваемый; неразличимый, неясный || неузнаваемо; неразличимо, неясно   тодмантэм ымныръёс неразличимые лица   кар тодмантэм воштӥськиз город изменился неузнаваемо"
34758;тодманы;/term?tid=162523;"узнать, узнавать; опознать, опознавать; определить, определять   тодманы луонтэм неузнаваемый   висёнэз тодманы определить болезнь   пеймыт азьын адямиез тодманы разглядеть (различить) в темноте человека   йыружчиез тодманы опознать преступника"
34759;тодмаськем;/term?tid=162524;"прич. от  тодмаськыны"
34760;тодмаськись;/term?tid=162525;"прич. от  тодмаськыны"
34761;тодмаськон;/term?tid=162526;"сущ. от  тодмаськыны"
34762;тодмаськылон;/term?tid=162527;"сущ. от  тодмаськылыны"
34763;тодмаськылыны;/term?tid=162528;"многокр.1) становиться заметным, вырисовываться, обозначаться2) разг. смотри:  тодматскылыны"
34764;тодмаськыны;/term?tid=162529;"1) стать (становиться) заметным, вырисоваться, вырисовываться, обозначиться, обозначаться2) разг. смотри:  тодматскыны"
34765;тодмаськытон;/term?tid=162530;"сущ. от  тодмаськытыны"
34766;тодмаськытыны;/term?tid=162531;"разг. смотри:  тодматскытыны"
34767;тодматон;/term?tid=162532;"сущ. от  тодматыны"
34768;тодматскем;/term?tid=162533;"1) прич. от  тодматскыны2) знакомство; ознакомление"
34769;тодматскись;/term?tid=162534;"прич. от  тодматскыны"
34770;тодматскон;/term?tid=162535;"знакомство; ознакомление"
34771;тодматскылон;/term?tid=162536;"сущ. от  тодматскылыны"
34772;тодматскылыны;/term?tid=162537;"многокр. знакомиться, заводить (завязывать) знакомство; ознакомляться"
34773;тодматскыны;/term?tid=162538;"познакомиться, знакомиться, завязать (заводить) знакомство; ознакомиться   адямиосын тодматскыны познакомиться с людьми   выль книгаен тодматскыны ознакомиться с новой книгой"
34774;тодматскытон;/term?tid=162539;"1) сущ. от  тодматскытыны2) реклама"
34775;тодматскытыны;/term?tid=162540;"1) знакомить, познакомить; ознакомить2) понуд. от  тодматскыны"
34776;тодматскытӥсь;/term?tid=162541;"прич. от  тодматскытыны"
34777;тодматъян;/term?tid=162542;"сущ. от  тодматъяны"
34778;тодматъяны;/term?tid=162543;"многокр. смотри:  тодматылыны"
34779;тодматылон;/term?tid=162544;"сущ. от  тодматылыны"
34780;тодматылыны;/term?tid=162545;"многокр. знакомить; ознакомлять"
34781;тодматыны;/term?tid=162546;"познакомить, знакомить; ознакомить, ознакомлять   кунлэн историеныз тодматыны познакомить с историей страны"
34782;тодматэм;/term?tid=162547;"1) прич. от  тодматыны2) ознакомление"
34783;тодмет;/term?tid=162548;"1) знак, метка; бирка   тодмет пуктыны поставить метку   писпуос вылэ тодмет пуктылыны делать метки на деревьях2) след, отпечаток   ас тодметтэ кельтыны оставить свой отпечаток   йыружлэн тодметъёсыз юр. следы преступления3) признак, примета, предзнаменование; рел. знамение   паймымон тодмет чудесное знамение   умой тодмет хорошее предзнаменование   тулыслэн тодметъёсыз признаки весны4) симптом   висёнлэн тодметъёсыз мед. симптомы болезни5) символ6) грам. качество, признак (предмета)"
34784;тодметним;/term?tid=162549;"грам. имя прилагательное смотри также:  тодмосним"
34785;тодметнимъёз;/term?tid=162550;"грам. приложение"
34786;тодмето;/term?tid=162551;"с меткой || меченый"
34787;тодметпус;/term?tid=162552;символ
34788;тодметпуслык;/term?tid=162553;"символика   кун тодметпуслык государственная символика"
34789;тодметъёз;/term?tid=162554;"грам. определение   вӧлскем тодметъёз распространённое определение   вӧлскымтэ тодметъёз нераспространённое определение   висъям тодметъёзъёс обособленные определения смотри также:  кылтус,  тодмоскыл"
34790;тодмо;/term?tid=162555;"известный; знакомый; популярный; очевидный, ясный || известно; знакомо; популярно; очевидно, ясно || знакомый   тодмо интыос знакомые места   тодмо луыны 1) выясниться, стать известным 2) обнаружиться, выявиться 3) познакомиться   тодмо мурт 1) знакомый человек 2) знаменитый (известный) человек; знаменитость   тодмо ӧвӧл неизвестно   тодмо ужпум ясный вопрос   тодмо факт очевидный факт   отӥяз тодмо луоз там будет видно   со мыным тодмо уж это для меня известное (знакомое) дело   тодмоос знакомые   тодмоосты пумитаны встретить знакомых◊ тодмо сюрес вакчи потэ погов. знакомая дорога кажется короткой"
34791;тодмос;/term?tid=162556;"1) грам. качество   тодмослэсь степеньёссэ возьматӥсь категория категория степеней качества2) диал. след, отпечаток   ӵогем тодмос зарубка"
34792;тодмоскыл;/term?tid=162557;"грам. определение смотри также:  кылтус,  тодметъёз"
34793;тодмосним;/term?tid=162558;"грам. имя прилагательное смотри также:  тодметним"
34794;тодмостон;/term?tid=162559;"сущ. от  тодмостыны"
34795;тодмостылон;/term?tid=162560;"сущ. от  тодмостылыны"
34796;тодмостылыны;/term?tid=162561;"многокр. метить, делать метки   писпуосты тодмостылыны делать зарубки на деревьях"
34797;тодмостыны;/term?tid=162562;"пометить, отметить, сделать метку, подчеркнуть   бурен тодмостыны отметить мелом   предложениез тодмостыны подчеркнуть предложение"
34798;тодмостытон;/term?tid=162563;"сущ. от  тодмостытыны"
34799;тодмостытыны;/term?tid=162564;"понуд. от  тодмостыны"
34800;тодмостэм;/term?tid=162565;"прич. и сущ. от  тодмостыны"
34801;тодмостӥсь;/term?tid=162566;"грам. определительный   тодмостӥсь нимвоштосъёс определительные местоимения   тодмостӥсь сямкылъёс определительные наречия"
34802;тодмостӥськем;/term?tid=162567;"прич. от  тодмостӥськыны"
34803;тодмостӥськон;/term?tid=162568;"сущ. от  тодмостӥськыны"
34804;тодмостӥськылон;/term?tid=162569;"сущ. от  тодмостӥськылыны"
34805;тодмостӥськылыны;/term?tid=162570;"многокр. обозначаться; отмечаться"
34806;тодмостӥськыны;/term?tid=162571;"быть помеченным"
